Geneid,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,T1_1,T1_2,T1_3,T2_1,T2_2,T2_3
MYCTH_2294455,1.66,1.64,2.16,19.72,21.55,21.02,3.69,3.3,3.35,5.39,6.29,6.31
MYCTH_2054555,3.48,2.81,5.93,5.91,5.35,5.16,5.26,3.62,11.97,5.86,4.7,5.18
MYCTH_2294459,91.12,79.17,85.18,63.65,57.66,60.07,76.17,79.26,74.24,59.32,54.32,55.8
MYCTH_16224,10.05,12.33,11.98,11.87,12.23,12.46,9.8,8.23,7.15,8.61,9.31,9.19
MYCTH_2122159,16.84,18.87,20.34,18.63,17.98,18.16,15.23,15.39,13.3,25.24,24.05,25.36
MYCTH_2054177,0,0.27,0,0.5,0.16,0.1,0.1,0,0,0.09,0.17,0.31
MYCTH_2054788,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2050200,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2313324,87.51,86.98,89.15,133.86,120.28,136.43,58.74,55.78,56.53,87.3,78.77,87.09
MYCTH_2294471,13.34,11.19,11.91,17.27,17.85,14.61,11.64,10.33,13.89,15.24,13.41,15.46
MYCTH_2294472,22.31,24.3,22.89,31.15,32.28,33.29,19.19,17.94,20.29,15.91,18.84,18.23
MYCTH_2294476,60.54,59.49,57.05,49.43,52.8,52.93,39.12,39.86,34.86,40.32,42.83,39.56
MYCTH_2294478,19.29,20.64,20.95,32.88,35.83,34.23,12.21,10.99,11.34,17.14,17.97,17.11
MYCTH_2294482,17.41,25.66,20.74,27.38,32.16,29.32,12.61,15.07,16.7,14.3,15.95,18.31
MYCTH_2294483,8.63,8.44,9.51,11.67,12.31,14.19,5.81,4.51,6.03,5.51,6.91,5.47
MYCTH_2294485,6.25,7.41,7.11,9.6,11.18,10.73,5.29,4.33,6.05,5.81,5.88,5.02
MYCTH_98773,1.18,1.27,1.55,2.52,2.69,2.58,0.86,1.1,0.89,1.23,2.05,1.07
MYCTH_2122175,1.84,1.62,1.83,3.44,3.24,2.97,1.69,1.48,2.01,1.62,2.14,1.54
MYCTH_2294490,61.16,68.02,65.05,90.23,85.76,89.35,45.87,43.73,47.48,63.33,66.83,63.29
MYCTH_2294493,3.37,3.8,4.02,4.24,4.65,4.73,3.7,2.88,3.09,3.15,3.02,3.06
MYCTH_2294496,82.19,80.82,83.99,110.56,113.73,117.47,57.44,57.16,58.44,70.24,73.38,73.6
MYCTH_2019108,4.93,6,6.39,12.38,14.77,14.18,6.12,4.12,5.73,5.28,7.33,7.71
MYCTH_2294498,115.93,122.72,118.92,197.02,174.54,186.77,90.66,101.37,91.18,111.93,130.64,128.66
MYCTH_2294499,25.32,24.49,22.95,59.72,53.34,51.42,18.23,17.6,21.4,31.65,32.6,34.17
MYCTH_2313329,38.73,36.03,35,44.17,39.66,36.49,46.17,52.28,47.96,25.46,35.68,30.33
MYCTH_2294503,12.38,11.76,10.72,17.14,17.8,17.27,7.4,6.24,7.13,10.55,9.86,10.44
MYCTH_2294504,13.48,12.2,12.88,15.64,12.71,14.05,15.17,17.07,17.29,9.66,8.95,10.06
MYCTH_14609,1.01,1.12,1.32,1.64,1.44,1.35,0.7,0.89,0.64,0.4,0.9,0.66
MYCTH_2313331,196.85,184.46,185.86,119.76,112.21,102.87,226.16,258.67,196.83,220.82,208.47,209.27
MYCTH_44554,96.35,107.95,99.31,137.38,138.23,147.13,72.65,65.72,70.01,89.27,85.8,90.13
MYCTH_105669,15.58,16.26,14.2,21.86,23.07,25.43,11,8.12,10.17,11.91,13.26,13.77
MYCTH_2294518,5.93,4.93,4.96,8.79,9.5,9.03,3.6,2.51,3.63,3.92,5.34,4.98
MYCTH_2294520,9.78,8.25,9.04,16.38,16.26,16.13,6.7,5.16,6.57,8.36,9.65,9.45
MYCTH_2294522,2.45,2.49,2.47,7.75,7.64,8.04,1.76,0.82,3.32,2.33,3.09,2.68
MYCTH_2294523,12.24,13.01,12.62,14.86,15.1,16.21,7.48,7.08,8,9.94,8.49,8.22
MYCTH_2294525,17.92,15.39,16.83,27.34,28.12,26.58,13.98,10.91,15.63,14.52,15.21,14.3
MYCTH_2122196,0.54,0.19,0.56,0.39,1.16,0.72,0.1,0.07,0.43,0.58,0.44,0.07
MYCTH_2313333,9.96,7.54,8.65,8.46,8.94,7.76,30.22,29.42,39.35,7.17,6.36,5.77
MYCTH_2122199,2.09,1.72,1.61,4.45,3.02,3.11,1.1,0.83,0.76,1.37,1.36,2.19
MYCTH_75824,128.32,133.33,128.98,127.18,133.77,132.17,88.19,60.32,84.36,62.87,79.41,78.22
MYCTH_2313336,53.69,64.17,53.37,79.78,80.33,86.46,41.16,32.78,51.22,44.89,47.21,46.24
MYCTH_2294540,22.7,21.02,19.76,29.36,30.08,28.77,20.15,20.24,17.76,21.92,22.81,20.97
MYCTH_2294541,27.96,34.93,28.24,42.69,43.66,45.67,18.02,16.44,20.62,31.55,25.19,35.12
MYCTH_2122204,1.5,2.21,1.87,1.24,2.08,2.92,1.17,0.84,0.95,0.88,1,0.94
MYCTH_2294543,1.89,1.93,1.63,5.95,6.84,5.58,1.27,1.19,1.1,2.71,3.27,2.47
MYCTH_90896,0.25,0.14,0.18,0.38,0.32,0.37,0.2,0.25,0.11,0.15,0.3,0.36
MYCTH_42394,0.77,0.33,0.17,0.64,0.75,0.47,0.25,0.2,0.46,0.23,0.26,0.61
MYCTH_2294547,64.56,70.67,64.96,62.7,69.73,71.33,55.56,44.29,59.79,43.34,49.28,50.19
MYCTH_2294549,1.12,1.98,0.76,3.05,1.96,2.61,0.89,0.98,0.34,2.68,2.36,1.97
MYCTH_2294550,2.56,3.3,2.89,4.26,3.38,2.88,3.11,2.74,3.29,2.76,2.19,2.18
MYCTH_2294554,13.43,12.34,13.42,21.26,22.98,20.8,15.46,11.6,17.16,10.6,13.11,11.2
MYCTH_2294555,15.98,15.91,16.42,12.2,13.54,12.94,11.3,7.61,8.45,6.98,8.31,8.57
MYCTH_2294558,41.19,40.03,39,59.85,58.39,56.4,33,38.79,43.15,40.29,42.39,37.58
MYCTH_2294559,0.94,1.36,1.04,2.27,3.29,3.45,0.67,0.38,0.84,1.19,1.51,1.52
MYCTH_2313342,114.61,119.17,120.35,110.31,114.01,123.98,85.8,75.57,80.04,85.56,82.75,88.62
MYCTH_62052,8.02,3.56,12.64,432.52,445.5,406.7,15.67,6.7,16.77,400.49,428.71,420.39
MYCTH_2294574,55.7,57.12,55.6,128.24,97.89,96.38,32.19,35.26,48.99,81.03,83.79,85.49
MYCTH_2087375,3.91,4.67,3.92,8.19,8.13,8.9,5.86,3.59,9.05,12.73,11.94,13.06
MYCTH_2294582,43.64,45.28,39,59.98,57.91,67.99,24.01,18.67,26.31,53.95,50.43,54.73
MYCTH_2294585,7.21,6.8,7.89,20.05,21.11,22.61,6.18,3.35,6.11,10.58,13.36,11.28
MYCTH_2294587,8.87,9.09,9.87,14.14,14.93,15.17,5.7,4.1,5.77,6.48,7.01,6.89
MYCTH_2294589,20.2,24.18,20.2,22.82,23.48,20.52,20.06,14.82,23.22,14.19,13.65,16.16
MYCTH_2294596,14.45,11.46,12.97,38.99,42.29,44.55,8.47,7.64,11.78,25.64,24.14,20.62
MYCTH_2294601,1.64,2.79,2.06,2.92,2.75,3.07,1.65,1.31,0.89,1.19,2.19,2.05
MYCTH_2313350,1.71,2.25,1.98,8.26,8.33,12.23,2.26,0.78,2.11,2,3.92,2.87
MYCTH_2294607,18.42,18.03,17.41,51.84,58.36,56.8,16.43,17.18,20.52,36.69,37.73,32.53
MYCTH_62074,48.41,57.54,52.22,51.36,51.82,52.97,42.92,40.96,43.07,38.73,38.58,45.57
MYCTH_2294614,3.6,4.78,3.54,6.26,7.24,7.6,4.78,1.7,3.71,3.01,3.07,3.01
MYCTH_8962,1.42,0.81,0.83,2.25,2.47,1.83,0.78,0.37,0.83,1.4,1.43,1.15
MYCTH_2294618,46.56,47.71,49.96,46.34,43.49,43.54,38.35,37.16,38.25,42.16,43.79,43.91
MYCTH_2294621,352.23,377.99,380.5,715.58,686.83,708.57,257.01,245.68,305.47,464.88,462.8,450.23
MYCTH_2294623,4.49,3.61,4.29,6.02,7.32,7.15,2.74,1.54,2.68,3.23,2.74,2.83
MYCTH_2294624,91.38,92.68,91.63,47.51,46.78,43.38,56.68,68.16,59.19,144.22,106.11,113.99
MYCTH_2074790,2308.39,2166.04,1971.59,692.5,582.59,452.96,1225.59,1370.01,1229.07,2622.15,2529.79,2693.71
MYCTH_2294631,65.02,59.39,62.31,42.84,43.16,43.63,45.69,43.42,44.58,35.64,32.25,31.53
MYCTH_2294635,5.19,5.6,5.78,10.41,12.1,12.7,2.75,2.08,4.06,4.94,5.13,5.38
MYCTH_2313356,41.44,50.42,42.11,32.27,38.05,43.67,26.16,19.93,26.82,22.71,23.83,32.46
MYCTH_2294640,9.94,8.68,9.32,26.5,29.74,29.27,7.36,5.8,7.84,11.31,11.58,13.08
MYCTH_2294643,44.03,46.63,43,46.56,46.33,48.6,51.91,43.34,51.11,28.69,33.44,32.71
MYCTH_2294646,7.97,7.49,6.43,3.85,4.05,3.01,10.21,15.03,11.95,6.91,4.45,7.6
MYCTH_110187,617.84,608.07,562.44,375.97,372.47,368.8,703.29,740.26,755.47,347.5,326.94,367.45
MYCTH_2294650,40.7,35.41,38.02,29.25,30.38,22.74,27.76,30.56,28.49,28.47,24.48,26.88
MYCTH_2294653,0.04,0.3,0.17,0.57,0.31,0.24,0.07,0.22,0.29,0.42,0.12,0.7
MYCTH_2294655,80.55,71.78,100.13,36.2,38.27,36.79,53.95,43.26,37.2,95.4,93.92,87.69
MYCTH_2294657,7.66,7.65,7.81,16.54,14.37,16.63,6.9,5.32,7.58,12.81,13.33,12.43
MYCTH_2294661,38.33,32.22,39.96,29.82,26.37,26.66,44.35,47.6,43.06,22.67,27.06,21.67
MYCTH_2294663,12.74,11.85,11.66,17.07,12.57,13.82,10.13,10.54,8.99,9.87,9.15,11.17
MYCTH_2294664,220.9,217.88,260.63,95.14,70.76,60.85,165.61,149.06,109.11,269.06,269.38,264.47
MYCTH_2313362,251.49,276.88,239.48,255.23,265.72,271.47,188.97,162.59,204.86,210.81,187.61,229.91
MYCTH_2122256,86.02,92.54,89.06,108.09,109.16,115.47,81.27,67.79,67.16,81.05,84.32,93.51
MYCTH_2294675,19.87,21.78,19.5,22.7,26.38,29.59,12.39,10.86,13.27,13.22,13.91,15.61
MYCTH_2294679,465.17,439.23,436.73,388.42,391.53,392.79,429.61,464.88,374.73,323.59,324.4,338.83
MYCTH_2294684,3.51,4.07,3.37,13.03,13.35,12.6,3.21,2.08,4.6,4.81,5.57,5.49
MYCTH_2294689,33.12,36.16,35.01,40.21,35.34,36.66,23.71,23.77,25.34,24.79,29.93,28.71
MYCTH_98838,19.47,17.84,16.13,20.47,16.74,18.82,14.71,11.78,15.38,14.41,13.7,15.25
MYCTH_2131574,192.3,190.72,186.53,301.27,318.37,335.1,159.78,161.84,192.09,263.77,269.17,274.02
MYCTH_2037019,13.27,12.78,12.32,19.5,21.85,21.39,7.51,6.09,7.97,8.64,8.11,9.83
MYCTH_2106248,11.8,14.39,11.6,20.39,22.49,22.01,6.23,6.6,8.23,9.29,8.13,8.21
MYCTH_2294698,26.42,26.05,25.77,33.78,34.59,34.96,19.46,17.52,18.76,22.79,21.68,24.43
MYCTH_2294700,12.37,16.48,12.36,25.42,24.34,23.87,8.64,8.28,10.73,12.69,13.58,12.3
MYCTH_2141429,45.4,43.7,48.65,67.13,68.42,69.23,39.74,40.59,56.11,46.57,45.7,43.17
MYCTH_2294705,91.27,95.23,85.53,105.9,112.17,108.97,64,61.99,56.41,58.15,58.94,62.95
MYCTH_2037035,7.79,7.7,6.63,8.78,10.14,10.47,3.94,3.95,3.82,4.31,5.65,5.87
MYCTH_2294706,28.4,25.65,27.27,24.77,25.11,24.74,24.94,27.67,22.97,15.37,17.16,15.58
MYCTH_2294707,33.55,31.96,30.73,68.32,66.04,72.87,25.33,25.35,31.82,42.01,37.62,36.52
MYCTH_2053230,0.55,0.45,0.49,1.01,0.7,0.69,0.2,0.18,0.97,0.95,0.99,0.44
MYCTH_2313370,1302.07,1370.14,1271.64,1011.09,1031.86,1108.5,1499.04,1319.06,1566.97,1150.6,1130.89,1208.99
MYCTH_2294711,0.26,0.09,0.08,0.04,0,0,0.08,0,0.09,0,0,0
MYCTH_2294713,43.56,40.25,43.74,44.38,42.96,43.68,41.19,46.42,43.02,26.19,31.6,26.74
MYCTH_35909,52.36,49.76,45.6,71.95,71.66,74.18,59.52,68.05,58.55,48.24,48.35,48.93
MYCTH_2106260,51.86,52.11,53.72,73.9,74.3,71.65,28.25,21.6,23.16,59.13,62.79,67.55
MYCTH_2087474,39.31,36.43,39.15,57.17,58.45,56.99,22.53,21.25,23.66,35.39,34.57,33.97
MYCTH_2294721,69.76,67.97,65.86,79.64,78.05,78.52,57.26,52.01,68.05,80.13,76.05,69.35
MYCTH_2294727,42.9,41.06,41.73,107.54,113.11,109.76,34.16,30.57,40.07,67.63,63.14,59.86
MYCTH_2074876,20.25,20.27,20.61,39.54,40.19,42.75,14.56,16.2,16.49,27.51,27.87,27.13
MYCTH_2294730,9.69,10,10.06,22.98,24.73,25.76,6.41,5.86,6.11,10.2,10.31,11.15
MYCTH_2294733,35.84,32.53,34.4,36.92,37.46,36.58,32.19,32.86,32.97,24.73,27.8,24.71
MYCTH_2294734,378.12,395.75,372.28,439.04,457.67,481.62,268.44,236.63,268.19,328.34,302.65,368.31
MYCTH_2294738,24.53,21.23,24.26,39.84,43.96,43.47,13.15,12.01,13.84,24.2,27.68,26.03
MYCTH_62175,16.04,17.75,17.24,26.53,27.86,29.26,8.95,8.37,10.05,17.54,19.05,23.23
MYCTH_2055617,9.55,11.68,11.82,10.02,8.91,8.1,7.52,6.28,4.99,19.8,18.8,22.28
MYCTH_2136549,60.6,77.46,91.34,23.27,20.25,17.5,54.1,47.12,36.33,114.68,118.1,127.69
MYCTH_2294749,16.43,15.39,16.05,33.9,35,34.18,12.88,13.46,11.32,22.17,21.85,21.47
MYCTH_2294752,6.05,4.49,6.71,14.01,14.08,13.19,11.62,12.07,9.5,12.41,12.81,12.49
MYCTH_2294755,25.93,26.41,26.14,38.31,38.65,36.7,28.35,24.53,34.79,39.96,39.27,43.52
MYCTH_2294757,20.75,22.02,20.26,33.34,34.69,34.47,13.9,10.59,15.75,19.56,21.25,20.17
MYCTH_2294760,118,118.59,116.58,108.52,110.17,110,88.18,92.8,80.8,85.45,87.05,88.83
MYCTH_2294761,7.22,7.68,6.75,12.03,14.19,14.64,3.71,3.14,4.72,5.36,6.58,6.26
MYCTH_2074905,39.38,38.52,39.44,104.17,100.74,96.85,33.85,30,50.88,67.15,70.1,62.26
MYCTH_2313379,382.64,380.39,379.29,384.05,364.03,395.67,259.69,258.46,264.57,277.64,264.78,279.45
MYCTH_2294768,227.65,231.82,252.64,124.5,104.16,88.29,168.82,159.42,167.2,183.95,185.84,193.92
MYCTH_2087521,27.4,30.52,29.57,29.68,29.98,28.09,26.91,24.15,33.27,27.23,26.35,29.42
MYCTH_44797,4.54,4.97,5.03,4.66,5.1,5.71,3.22,2.98,3.7,1.94,2.4,2.65
MYCTH_2294774,19.31,20.27,20.55,13.66,14.28,14.6,18.84,20.04,19.29,7.71,10.64,8.94
MYCTH_2049886,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_75987,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_41898,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2294775,26.88,26.61,25.14,35.37,36.34,37.01,25.24,20.8,17.87,23.14,22.39,22.34
MYCTH_2294783,8.71,7.18,8.32,57.74,60.43,59.12,8.88,4.56,8.68,46.95,50.4,48.7
MYCTH_2294784,16.87,19.14,15.51,13.03,12.89,13.85,8.6,6.9,6.86,7.79,7.44,7.72
MYCTH_2294789,11.88,9.9,10.9,20.59,21.88,20.11,4.79,4.69,4.61,9.94,9.8,8.44
MYCTH_2294791,54.56,53.46,50.59,50.3,54.73,54.74,49.68,44.67,43.75,82.29,87.84,85.71
MYCTH_2114377,41.48,44.76,43.45,86.06,86.89,88.34,31.69,34.53,33.28,50.49,48.2,56.61
MYCTH_2294793,32.42,28.77,33.46,72.19,74.95,78.2,22.38,18.62,25.59,37.6,37.82,42.68
MYCTH_2294795,7.75,11.52,7.66,13.72,14.7,14.84,5.17,3.62,6.63,7.69,6.76,6.91
MYCTH_2294799,10.52,9.39,10.3,18.64,18.45,18.2,7.91,6.79,7.98,8.99,10.98,8.26
MYCTH_2294800,25.85,28.15,25.65,30.38,31.12,31.18,19.72,19.65,23.26,20.97,18.7,20.37
MYCTH_2294802,29.51,28.38,26.39,46.79,47.3,47.34,21.73,19.81,25.14,34.25,32.83,29.32
MYCTH_2294805,37.55,41.13,36.9,55.95,50.46,57.92,33.27,34.6,33.05,34.18,31.63,34.12
MYCTH_90985,37.61,36.88,39.73,38.47,36.23,36.44,30.55,33.76,31.85,28.41,32.42,29.44
MYCTH_2294810,7.12,8.11,6.25,9.35,11.66,12.22,5.9,4.05,5.58,7.28,7.04,6.36
MYCTH_2294811,227.03,250.31,227.76,190.12,187.96,203.47,203.57,207.93,193.64,159.96,154.71,183.29
MYCTH_2294813,47.18,54.22,50.55,72.32,61.13,70.07,58.48,60.73,64.04,58.98,58.09,55.27
MYCTH_2294814,3.61,3.91,4.09,7.51,7.02,7.5,2.44,2.44,3.31,4.54,3.78,4.76
MYCTH_2294815,9.82,9.11,9.09,19.62,20.7,19.64,5.27,4.89,5.65,7.61,9.25,8.78
MYCTH_2294816,16.86,16.04,16.2,33.88,30.03,32.55,13.38,13.53,16.01,22.69,22.1,24.52
MYCTH_2294817,52.94,54.45,57.55,42.8,39.63,40.03,46.11,42.76,41.49,52.02,54.85,51.84
MYCTH_2055659,52.89,54.96,54.21,80.99,79,78.34,47.08,37.07,51.49,46.02,45.75,54.94
MYCTH_2294820,8.77,7.77,8.49,13.44,12.91,14.15,6.12,5.26,6.15,7.39,8.11,8.16
MYCTH_2294821,95.04,111.66,106.14,187.04,203.91,215.7,77.81,82.98,79.45,131.64,139.64,145.42
MYCTH_2294824,0.23,0.86,0.56,0.62,0.51,0.49,0.29,0.02,0.05,0.42,0.38,0.34
MYCTH_2294825,18.85,17.46,20.93,24.87,21,20.88,16.54,15.49,15.03,24.73,19.53,21.86
MYCTH_2114395,357.03,362.65,351.63,583.56,597.29,594.4,238.09,228,243.74,325.63,329.91,373.06
MYCTH_2141471,4.64,4.69,5.22,14.81,15.65,17.9,3.05,2.48,3.09,7.44,8.7,7.06
MYCTH_2294830,9.85,9.38,10.19,18.18,18.62,17.63,5.62,3.96,6.14,12.89,13.82,13.17
MYCTH_2294835,50.17,53.02,53.01,74.71,70.13,72.45,35.2,32.18,33.22,54.22,54.35,60.77
MYCTH_2294840,1159.31,1196.72,1253.89,570.55,507.51,491.38,1040.2,922.22,678.34,1353.65,1372.23,1416.07
MYCTH_2294844,46.29,53.58,42.91,41.19,39.85,39.78,37.39,34.51,44.1,31.92,30.91,36.69
MYCTH_2294846,11.6,10.42,11.79,27.69,28.11,27.14,17.98,21.68,15.32,11.1,11.61,9.87
MYCTH_2294851,18.45,22.25,19.36,31.51,30.19,31.54,19.26,16.97,27.66,22.79,22.2,25.43
MYCTH_2294852,26.88,29.98,26.53,27.84,26.67,29.42,22.97,22.27,21.1,22.7,24.92,24.14
MYCTH_98907,4.92,4.76,4.71,7.05,8.56,6.37,4.35,3.92,4.13,5.62,5.65,4.96
MYCTH_2294854,7.16,7.52,8.03,8.8,10.43,8.79,6.97,6.13,3.93,7.39,7.44,7.31
MYCTH_2294858,0.13,0.31,0.28,0.45,0.29,0.59,0.33,0.06,0.35,0.25,0.79,0.76
MYCTH_2294860,34.96,31.63,34.92,55.74,59.82,61.18,25.92,20,25.89,32.47,34.72,37.1
MYCTH_2055845,6.85,6.9,7.24,16.55,15.47,16.07,3.96,4.07,4.82,4.27,6.64,4.92
MYCTH_2294863,10.59,11.11,11.59,18.72,20.75,20.93,8.93,7.87,8.63,11.73,12.78,13.35
MYCTH_2294864,7.08,7.78,7.06,12.41,12.01,13.34,5.26,6.34,6.03,6.84,7.95,7.46
MYCTH_2294867,20.54,23.45,22.6,30.83,28.78,27.75,17.22,13.97,23.16,17.74,18.36,18.59
MYCTH_113886,64.04,64.53,60.89,94.57,92.78,93.2,48.57,44.41,52.76,54.09,54.4,57.59
MYCTH_2294870,16.72,17.62,15.24,13.25,16.15,16.21,11.46,10.24,12.68,6.14,7.12,8.66
MYCTH_2294872,37.79,37.03,33.61,48.12,42.5,46.81,25.17,26.72,25.71,24.98,25.64,27.04
MYCTH_2313396,67.46,63.73,65.41,104.73,108.57,113.03,48.75,50.99,50.26,74.12,71.75,73.06
MYCTH_2294878,83.86,79.91,89.81,84.62,51.42,48.59,121.51,138.62,140.65,83.91,90.2,83.78
MYCTH_2055546,0.28,0.23,0.38,1.69,1.13,1.01,0.3,0.15,0.63,1.05,0.52,0.87
MYCTH_2294886,27.48,27.94,26.7,47.51,45.4,43.26,17.01,18.28,23.55,26.14,27.53,29.52
MYCTH_2141486,319.66,321.65,318,427.6,435.68,452.54,216.95,199.99,241.06,266.77,254.99,271.8
MYCTH_2294895,58.4,50.88,47.83,90.43,93.6,97.29,36.16,34.45,35.91,58.47,58.02,59.84
MYCTH_2294897,11.28,12.98,12.02,17.94,15.55,16.45,9.8,10.71,13.44,10.26,10.1,10.09
MYCTH_2141489,9.54,7.98,8.8,21.56,21.64,22.9,7.04,4.57,6.05,10.87,10.15,8.8
MYCTH_41855,76.79,79.06,77.01,63.1,68.7,75.84,60.21,59.66,71.83,46.18,41.88,47.58
MYCTH_2313405,22.93,23.83,21.35,43.28,43.08,38.5,18.86,14.48,18.04,26.52,24.55,24.38
MYCTH_98929,54,58.5,49.28,49.22,44.55,43.67,39.26,42.14,52.68,35.35,26.82,35.32
MYCTH_2114422,58.46,61.2,62.11,86.83,83.11,87.87,48.48,57.64,54.26,56.16,58.72,69.23
MYCTH_105777,21,18.56,19.36,51.91,50.1,50.99,11.91,9.8,13.36,31.61,30.75,29.18
MYCTH_2313408,127.04,121.9,121.62,201.08,216.31,215.6,111.51,107.99,99.47,152.68,150.76,148.68
MYCTH_2294923,11.14,9.38,10.1,31.27,32.31,33.76,6.91,6.63,6.84,14.81,15.37,14.09
MYCTH_2294926,19.63,17.71,18.94,17.08,18.8,18.52,12.54,12.99,12.18,12.56,14.18,11.52
MYCTH_2122366,0.08,0.28,0,0.27,0.03,0.22,0.22,0,0.19,0.58,0,0.12
MYCTH_2294928,13.24,14.09,12.96,34.26,37.71,34.65,10.03,7.94,14.34,18.32,20.19,18.73
MYCTH_2294934,65.73,66.26,65.11,84.48,91.49,97.7,49.06,45.39,48.85,58.62,57.41,56.67
MYCTH_2294938,15.74,17.58,16.97,39.92,38.5,36.47,15.65,15.86,16.22,23.69,21.71,22.2
MYCTH_76096,39.22,35.94,35.13,28.94,31.8,32.11,26.8,26,27.53,20.81,20.9,25.96
MYCTH_2294942,15.65,14.53,15.46,29.9,34.08,35.37,12.41,12.1,12.65,13.82,17.55,15.22
MYCTH_2294943,50.07,47.84,49.87,83.08,77.47,85.12,52.57,53.04,58.48,67.42,59.72,58.8
MYCTH_2294947,29.27,26.02,28.29,51.87,55.65,57.98,15.8,15.41,19.18,36.62,37.38,32.75
MYCTH_2106347,0.86,0.51,0.41,2.04,1.4,1.49,0.34,0.32,0.15,0.75,0.46,0.67
MYCTH_62332,12.26,14.29,11.15,23.26,25.09,24.94,6.4,3.83,6.65,12.2,12.55,15.88
MYCTH_105786,11.54,12.15,9.69,23.34,23.32,24.44,7.04,6.18,7.8,11.85,11.86,11.52
MYCTH_2294959,247.03,257.59,258.47,289.82,282,297.24,248.85,212.41,253.47,293.11,295.41,299.33
MYCTH_2294962,14.35,14.68,14.02,29.65,27.14,31.82,9.98,10.1,12.46,18.68,18.9,19.82
MYCTH_42937,3.14,3.14,3.29,9.65,9.25,9.71,76.47,2.34,280.26,9.57,12.75,9.8
MYCTH_2294970,11.76,7.19,9.4,8.33,8.29,6.4,10.48,11.78,7.45,12.49,10.68,7.92
MYCTH_2294977,11.8,10.9,8.55,18.84,16.79,18.08,8.33,8.72,7.97,9.69,9.57,9.79
MYCTH_2294980,11.26,8.36,9.9,16.25,16.4,13.47,12.27,10.36,12.64,12.5,12.97,9.89
MYCTH_113912,13.4,12.2,13.29,21.47,23.97,22.75,8.69,7.07,11.08,11.46,12.22,11.41
MYCTH_2294987,41.44,39.7,42.88,40.43,42.55,46.61,33.53,37.88,32,31.93,37.27,30.75
MYCTH_2294991,41.65,43.25,41.3,59.54,58.47,58.76,34.67,35.85,37.86,47.17,46.26,46.93
MYCTH_2294994,15.85,15.95,15.59,18.77,21.18,20.79,10.38,10.48,11,12.39,13.43,14.88
MYCTH_98955,2.83,2.46,2.67,8.44,7.28,6.91,2.88,2.76,3.72,4.99,5.58,5.22
MYCTH_2294996,5.67,5.38,5.55,8.98,9.91,9.21,5.1,3.38,3.87,5.03,5.56,5.58
MYCTH_2294998,5.85,5.65,5.42,16.24,16.3,19.07,3.54,2.89,4.87,7.22,7.18,6.57
MYCTH_2294999,12.35,12.23,12.15,9.76,10.53,11.65,9.69,9.35,8.55,7.16,7.15,7.31
MYCTH_76126,173.96,162.68,173.92,257.73,271.91,269.76,192.89,192.23,180.63,140.94,146.96,143.85
MYCTH_2295005,229.56,223.16,242.8,206.39,197.09,198.37,191.13,170.75,150.76,392.36,397.97,393.23
MYCTH_2295009,164.84,165.95,190.65,235.86,221.04,215.2,185.96,194.66,160.43,206.62,206.01,245.77
MYCTH_2141513,3399.94,3993.08,3558.64,3968.33,3925.32,4084.9,3823.05,4087.82,3834.15,4297.5,4211.37,5180.93
MYCTH_2295015,8.72,10.52,8.98,12.07,10.14,8.11,5.37,3.75,4.72,8.54,7.58,10.16
MYCTH_2295017,1.72,1.9,0.97,2.43,2.76,2.6,0.55,1.5,0.58,0.9,0.93,1.26
MYCTH_2295019,11.85,12.92,13.33,15.55,17.26,20.17,7.26,6.21,7.68,9.21,10.2,8.83
MYCTH_2295020,10.64,10.58,8.59,15.16,17.33,17.69,7.12,6.46,9.62,8.2,7.73,6.98
MYCTH_2295025,141.86,141.69,134.73,171.31,188.38,202,103.89,106.25,103.24,98.84,105.36,104.7
MYCTH_43573,10.58,9.83,11,21.53,22.68,23.92,7.25,7.6,7.93,10.26,10.96,10.36
MYCTH_2295033,5.46,4.83,5.11,7.22,7.29,7.71,5.74,6.01,9.87,5.06,5.41,6.24
MYCTH_2295034,11.46,12.09,11.64,11.14,10.05,10.68,7.87,5.94,6.29,5.22,5.74,6.02
MYCTH_2114467,0.65,0.69,0.95,0.81,1.49,1.6,0.31,0.62,0.65,1.07,0.94,0.62
MYCTH_2295037,29.53,28.05,30.55,39.03,39.46,41.21,19.39,22.27,17.2,23.62,28.98,24.92
MYCTH_2295038,32.57,29.38,29.65,33.37,31.54,30.67,32.04,29.66,27.11,29.11,33.51,35.72
MYCTH_2295039,35.38,48.58,38.89,42.62,39.08,41.76,33.77,29.21,38.01,26.74,25.08,34.27
MYCTH_2295040,281.75,282.87,276.68,399.25,414.94,432.85,152.78,138.29,144.21,220.2,234.4,211.53
MYCTH_2295044,13.85,11.63,13.03,16.16,17.93,16.98,16.06,17.26,16.27,9.38,11.81,10.11
MYCTH_2141524,15.4,16.58,15.45,25.87,26.78,25.91,11.37,10.94,14.42,17.59,17.98,16.91
MYCTH_2295050,40.75,37.94,40.48,51.96,53.11,56.86,29.93,28.61,29.48,34.38,34.8,36.49
